,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,author
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110.0,110,110,110,110,110,110,110,Shanti Dope
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111.0,111,111,111,111,111,111,111,Skindred
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112.0,112,112,112,112,112,112,112,Sleater-Kinney
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113.0,113,113,113,113,113,113,113,Sly and the Family Stone
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114.0,114,114,114,114,114,114,114,Smashing Pumpkins
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115.0,115,115,115,115,115,115,115,Sonic Youth
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116.0,116,116,116,116,116,116,116,Spice Girls
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117.0,117,117,117,117,117,117,117,Stanley Brothers
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118.0,118,118,118,118,118,118,118,Steely Dan
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119.0,119,119,119,119,119,119,119,System of a Down
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120.0,120,120,120,120,120,120,120,TV on the Radio
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121.0,121,121,121,121,121,121,121,Talking Heads
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122.0,122,122,122,122,122,122,122,Tardigrade Inferno
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123.0,123,123,123,123,123,123,123,Television
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124.0,124,124,124,124,124,124,124,The Allman Brothers Band
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125.0,125,125,125,125,125,125,125,The Andrews Sisters
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126.0,126,126,126,126,126,126,126,The Animals
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127.0,127,127,127,127,127,127,127,The Band
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128.0,128,128,128,128,128,128,128,The Beach Boys
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129.0,129,129,129,129,129,129,129,The Beastie Boys
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130.0,130,130,130,130,130,130,130,The Beatles
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131.0,131,131,131,131,131,131,131,The Bee Gees
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132.0,132,132,132,132,132,132,132,The Boswell Sisters
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133.0,133,133,133,133,133,133,133,The Byrds
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134.0,134,134,134,134,134,134,134,The Chemical Brothers
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135.0,135,135,135,135,135,135,135,The Clash
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136.0,136,136,136,136,136,136,136,The Coasters
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137.0,137,137,137,137,137,137,137,The Cranberries
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138.0,138,138,138,138,138,138,138,The Decemberists
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139.0,139,139,139,139,139,139,139,The Dillards
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140.0,140,140,140,140,140,140,140,The Doors
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141.0,141,141,141,141,141,141,141,The Drifters
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142.0,142,142,142,142,142,142,142,The Eagles
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143.0,143,143,143,143,143,143,143,The Everly Brothers
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144.0,144,144,144,144,144,144,144,The Flamingos
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145.0,145,145,145,145,145,145,145,The Flying Burrito Brothers
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146.0,146,146,146,146,146,146,146,The Four Seasons
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147.0,147,147,147,147,147,147,147,The Four Tops
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148.0,148,148,148,148,148,148,148,The Gang of Four
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149.0,149,149,149,149,149,149,149,The Grateful Dead
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150.0,150,150,150,150,150,150,150,The Hollies
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151.0,151,151,151,151,151,151,151,The Ink Spots
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152.0,152,152,152,152,152,152,152,The Isley Brothers
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153.0,153,153,153,153,153,153,153,The Jam
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154.0,154,154,154,154,154,154,154,The Jefferson Airplane
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155.0,155,155,155,155,155,155,155,The Jesus and Mary Chain
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156.0,156,156,156,156,156,156,156,The Judds
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157.0,157,157,157,157,157,157,157,The Kingston Trio
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158.0,158,158,158,158,158,158,158,The Kinks
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159.0,159,159,159,159,159,159,159,The Louvin Brothers
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160.0,160,160,160,160,160,160,160,The Lovin’ Spoonful
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161.0,161,161,161,161,161,161,161,The MC5
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162.0,162,162,162,162,162,162,162,The Mamas and the Papas
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163.0,163,163,163,163,163,163,163,The Mekons
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164.0,164,164,164,164,164,164,164,The Mills Brothers
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165.0,165,165,165,165,165,165,165,The Monkees
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166.0,166,166,166,166,166,166,166,The Moody Blues
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167.0,167,167,167,167,167,167,167,The Moonglows
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168.0,168,168,168,168,168,168,168,The Neighbourhood
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169.0,169,169,169,169,169,169,169,The New York Dolls
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170.0,170,170,170,170,170,170,170,The Ohio Players
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171.0,171,171,171,171,171,171,171,The Orioles
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172.0,172,172,172,172,172,172,172,The O’Jays
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173.0,173,173,173,173,173,173,173,The Pet Shop Boys
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174.0,174,174,174,174,174,174,174,The Platters
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175.0,175,175,175,175,175,175,175,The Police
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176.0,176,176,176,176,176,176,176,The Pretty Reckless
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177.0,177,177,177,177,177,177,177,The Ramones
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178.0,178,178,178,178,178,178,178,The Replacements
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179.0,179,179,179,179,179,179,179,The Rolling Stones
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180.0,180,180,180,180,180,180,180,The Sex Pistols
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181.0,181,181,181,181,181,181,181,The Shadows
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182.0,182,182,182,182,182,182,182,The Shirelles
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183.0,183,183,183,183,183,183,183,The Smiths
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184.0,184,184,184,184,184,184,184,The Soul Stirrers
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185.0,185,185,185,185,185,185,185,The Staple Singers
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186.0,186,186,186,186,186,186,186,The Strokes
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187.0,187,187,187,187,187,187,187,The Temptations
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188.0,188,188,188,188,188,188,188,The Turtles
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189.0,189,189,189,189,189,189,189,The Velvet Underground
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190.0,190,190,190,190,190,190,190,The Ventures
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191.0,191,191,191,191,191,191,191,The Weavers
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192.0,192,192,192,192,192,192,192,The White Stripes
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193.0,193,193,193,193,193,193,193,The Who
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194.0,194,194,194,194,194,194,194,The Yardbirds
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195.0,195,195,195,195,195,195,195,Thousand Foot Krutch
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196.0,196,196,196,196,196,196,196,Tinariwen
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197.0,197,197,197,197,197,197,197,Toots and the Maytals
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198.0,198,198,198,198,198,198,198,Traffic
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199.0,199,199,199,199,199,199,199,U2
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200.0,200,200,200,200,200,200,200,Van Halen
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201.0,201,201,201,201,201,201,201,Wilco
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202.0,202,202,202,202,202,202,202,Yo La Tengo
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203.0,203,203,203,203,203,203,203,ZZ Top
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204.0,204,204,204,204,204,204,204,grandson
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk,P!nk
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn,Korn
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears,Britney Spears
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera,Christina Aguilera
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé,Beyoncé
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna,Madonna
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions,Scorpions
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent,50 Cent
213,213,213,213,213,213,213,213,213,213,213,213,213,213,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit,Limp Bizkit
214,214,214,214,214,214,214,214,214,214,214,214,214,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano,Luciano
215,215,215,215,215,215,215,215,215,215,215,215,"Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator","Tyler, The Creator"
216,216,216,216,216,216,216,216,216,216,216,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem,Eminem
217,217,217,217,217,217,217,217,217,217,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
218,218,218,218,218,218,218,218,218,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd,Scarlxrd
